(0.5073964826073384,0.5039616793690124,1.3934467)
(0.4695526666865711,0.5683039021130549,1.3873188)
(0.5840221349286661,0.587306575115773,1.392186)
(0.6679249766319856,0.6296551114502983,1.4283111)
(0.7030976171332408,0.6492514855476503,1.3115355)
(0.7561018103448284,0.6926094028975617,1.3271401)
(0.8101186226115716,0.7664113009813668,1.2328167)
(0.8434123534151348,0.8165942262308136,1.3631501)
(0.8628076557412679,0.8304510559077893,2.2151573)
(0.8705532915537325,0.8423916517193256,1.2896425)
(0.8683727074578484,0.8518850660501875,1.1300151)
(0.8836371582636923,0.8608638467730322,1.6575841)
(0.8932275134971036,0.8661506186343544,1.2810664)
(0.8766052544020542,0.8632135379229398,1.1183715)
(0.8926595353831199,0.8747089004208777,1.1883627)
(0.900550588940924,0.8720797516937763,1.5006748)
(0.9060408534880044,0.8759334153205458,2.345874)
(0.9073240998039627,0.8787946836091516,1.0531749)
(0.9167975738047356,0.8831930027612701,1.2177)
(0.9129273799310258,0.885807272339865,1.0517364)
(0.9198151383694687,0.8833983428789552,0.9614782)
(0.9218694265053803,0.8867073967119476,1.7677687)
(0.9212969068774511,0.8943914888813583,0.9351526)
(0.9214661268541225,0.8930527341184028,1.0780797)
(0.9138514678249464,0.8868156202379215,1.1628232)
(0.931791002781877,0.8973821533000301,0.922077)
(0.9325661226339554,0.8947026525137493,1.3074577)
(0.9348742873553472,0.88301788108176,0.87607825)
(0.9335734054808322,0.8888733933241205,1.0084076)
(0.9394036005349158,0.8966611469596006,1.2358491)
(0.9388771647002003,0.8977453890975329,1.032123)
(0.9278706991713388,0.8883715224815262,1.7279811)
(0.9334788727720117,0.8872884375078035,1.4668332)
(0.934241918603396,0.8825691454696832,1.3143319)
(0.9325364256625033,0.8916770571095166,0.91827106)
(0.9378176270716001,0.8899223660760933,1.7914958)
(0.9396514221608181,0.8949657202067395,0.8541142)
(0.9377370213959789,0.8871329285930217,0.8106478)
(0.9369485780813452,0.8815291499089882,0.8365753)
(0.940457059901023,0.8819026390157496,0.8101691)
(0.9427195413082151,0.8739202769552099,0.7813126)
(0.9232066509390031,0.8790838618046944,1.3865584)
(0.9471598286767063,0.8914542643199526,1.3152926)
(0.9400227983991447,0.8662266122703829,0.7762096)
(0.9442109939991525,0.8827461727573331,0.92315555)
(0.9471285389049001,0.8875163678298579,0.9110191)
(0.9471508518216273,0.874457372614208,0.80276835)
(0.9499949685308611,0.8878143233095523,1.13117)
(0.9447740481730649,0.8809895834866458,0.84804)
(0.9432483899985902,0.882904508343522,0.9821971)
(0.9484157378849096,0.8891219768029652,1.0420555)
(0.9349929571139346,0.8856961648356337,1.0010048)
(0.9468836372029862,0.8798554613129326,1.1210129)
(0.921194116292525,0.8382212429227015,1.0068663)
(0.9286252211429221,0.7514248071436058,1.0661514)
(0.9443016585685073,0.8201161567235271,1.0830338)
(0.9449958354850441,0.8056534482726944,1.0600511)
(0.9501834855413612,0.8440503176008985,1.154673)
(0.9476684757484354,0.8294394136091785,0.8463512)
(0.9391229167399605,0.829409127310447,1.1968584)
(0.9442271882117281,0.7908812811143803,1.0597402)
(0.9422850989834269,0.871435697438026,1.2834609)
(0.9261689359037549,0.7045150815275332,0.95346504)
(0.8804288362121391,0.8001272188813365,1.0514792)
(0.8042933827336479,0.6860502695368155,1.1426989)
(0.7941007722050167,0.6895289454650755,1.385768)
(0.8350289865687572,0.6362360132480918,1.0845529)
(0.9140771030229148,0.7679660799798262,1.1890754)
(0.8836187340227952,0.8468916367104503,1.3150946)
(0.8493574696016429,0.791106803114646,2.1091712)
(0.8917142997519759,0.7800126883215937,1.262347)
(0.877683366132776,0.7270750424061128,1.1481408)
(0.8645280183455482,0.7835208061036943,1.7700753)
(0.7622543650318229,0.7400326419471976,1.7109841)
(0.8205032297885992,0.733982784583192,1.461593)
(0.8657041212858224,0.7450744235481302,1.076716)
(0.767754560280783,0.6678310398193088,1.1020453)
(0.8680215632987277,0.7470173597851308,1.4219726)
(0.8835079877006369,0.7049635661287834,1.162007)
(0.8504160417914906,0.7042186093846561,1.0717126)
(0.5635794266152073,0.5403745755249808,1.3207544)
(0.6460418119875213,0.6679369592240004,1.6821228)
(0.7637175205114739,0.5454726470853396,1.2146498)
(0.5963846284549493,0.5606557098969086,1.3584063)
(0.5096694552938287,0.5083083461856938,1.3813312)
(0.750681083717565,0.6365824364788334,2.1959107)
(0.6596628694711378,0.5841896557578297,1.510056)
(0.6974991958743214,0.6598900891978611,1.8060571)
(0.6840330249502745,0.7511461839378328,1.8087937)
(0.7032988234653161,0.6098778613437486,1.3115298)
(0.7855288213692555,0.7213842553982565,1.5088916)
(0.5008465861965975,0.5005046424702525,1.3928596)
(0.5205115806353531,0.5103064949077465,1.36787)
(0.5006708729288216,0.5043602604729789,1.3897864)
(0.5811608064052556,0.542331480245653,1.3813549)
(0.6272820682281322,0.5562581612664083,1.4548943)
(0.6374515551180141,0.6131172730159459,1.371736)
(0.6080577395930062,0.5310096981203963,1.3912965)
(0.5,0.5001266143327425,1.3891461)
(0.5,0.5000819269211864,1.3897228)
