(0.500859582055441,0.5116702605975926,1.3970087)
(0.49986072423398326,0.5000870473537604,1.3926027)
(0.5,0.5001740947075209,1.3889478)
(0.5,0.5001160631383473,1.3888812)
(0.5,0.5000696378830084,1.3886687)
(0.5,0.5000819269211864,1.3874537)
(0.5,0.5000633071663713,1.386943)
(0.5,0.5000696378830084,1.3913498)
(0.5,0.5000535676023141,1.3886544)
(0.5,0.5000870473537604,1.3932586)
(0.5,0.5000605546808768,1.3894349)
(0.5,0.5000819269211864,1.3895167)
(0.5,0.5,1.3864765)
(0.5,0.5,1.3871859)
(0.5,0.5,1.3875818)
(0.5,0.5,1.3890667)
(0.5,0.5,1.3898883)
(0.5,0.5,1.3889755)
(0.5,0.5,1.3905017)
(0.5,0.5,1.3902531)
(0.5,0.5,1.3875462)
(0.5,0.5,1.3891594)
(0.5,0.5,1.3867853)
(0.5,0.5,1.3874294)
(0.5,0.5,1.3903155)
(0.5,0.5,1.3892001)
(0.5,0.5,1.388194)
(0.5,0.5,1.3880086)
(0.5,0.5,1.3902644)
(0.5,0.5,1.3876549)
(0.5,0.5,1.3877807)
(0.5,0.5,1.3891852)
(0.5,0.5,1.3905537)
(0.5,0.5,1.3885604)
(0.5,0.5,1.3865521)
(0.5,0.5,1.3887416)
(0.5,0.5,1.3864338)
(0.5,0.5,1.3906139)
(0.5,0.5,1.3916366)
(0.5,0.5,1.3908595)
(0.5,0.5,1.3891083)
(0.5,0.5,1.3864071)
(0.5,0.5,1.3866462)
(0.5,0.5,1.386885)
(0.5,0.5,1.3864537)
(0.5,0.5,1.3900315)
(0.5,0.5,1.3864492)
(0.5,0.5,1.3863838)
(0.5,0.5,1.38763)
(0.5,0.5,1.3870966)
(0.5,0.5,1.3894008)
(0.5,0.5,1.3865014)
(0.5,0.5,1.388007)
(0.5,0.5,1.3882424)
(0.5,0.5,1.3867946)
(0.5,0.5,1.3870119)
(0.5,0.5,1.3909581)
(0.5,0.5,1.3876048)
(0.5,0.5,1.3874568)
(0.5,0.5,1.3871129)
(0.5,0.5,1.3872007)
(0.5,0.5,1.3879234)
(0.5,0.5,1.3898993)
(0.5,0.5,1.3865638)
(0.5,0.5,1.3867793)
(0.5,0.5,1.387313)
(0.5,0.5,1.3873456)
(0.5,0.5,1.3876891)
(0.5,0.5,1.3864496)
(0.5,0.5,1.3868475)
(0.5,0.5,1.3865747)
(0.5,0.5,1.3866997)
(0.5,0.5,1.3863437)
(0.5,0.5,1.3867339)
(0.5,0.5,1.3865509)
(0.5,0.5,1.3863953)
(0.5,0.5,1.3869573)
(0.5,0.5,1.3863413)
(0.5,0.5,1.3866546)
(0.5,0.5,1.3863673)
(0.5,0.5,1.3864136)
(0.5,0.5,1.386485)
(0.5,0.5,1.3871118)
(0.5,0.5,1.3865248)
(0.5,0.5,1.3865643)
(0.5,0.5,1.3864119)
(0.5,0.5,1.3863506)
(0.5,0.5,1.3864566)
(0.5,0.5,1.386364)
(0.5,0.5,1.3863552)
(0.5,0.5,1.3863331)
(0.5,0.5,1.3863652)
(0.5,0.5,1.3863429)
(0.5,0.5,1.3863655)
(0.5,0.5,1.386361)
(0.5,0.5,1.3863568)
(0.5,0.5,1.3863531)
(0.5,0.5,1.386353)
(0.5,0.5,1.3863612)
(0.5,0.5,1.3863556)
