,valid loss,valid auc,test auc
0,0.52646506,0.8267123677700543,0.686628
1,0.49801007,0.842194655608612,0.708326
2,0.5129665,0.8338533362687693,0.7015039999999999
3,0.50851935,0.8336707985654421,0.7018540000000001
4,0.52355397,0.8285175535925919,0.682438
5,0.51460004,0.8303701232305243,0.69788
6,0.49555835,0.8379952289352716,0.6768959999999999
7,0.68095803,0.7147615095516658,0.694644
8,0.5042503,0.8360685157133134,0.683022
9,0.5013794,0.8372783755884567,0.6957039999999999
10,0.50485194,0.8325154669362936,0.68628
11,0.49477643,0.8465058539847656,0.7135800000000001
12,0.5046372,0.8390505002135029,0.694688
13,0.4958132,0.8409234334472838,0.705044
14,0.5176339,0.8346420439635427,0.711856
15,0.6643243,0.7315729714721779,0.602572
16,0.5060018,0.8315102181269699,0.7066379999999999
17,0.50582,0.835044377141755,0.6581599999999999
18,0.49250108,0.8405611064164501,0.7095179999999999
19,0.4950214,0.8412543827996672,0.69733
20,0.5005419,0.8376216175862518,0.681744
21,0.62841696,0.7665468700890954,0.6862039999999999
22,0.59948874,0.7608342602147146,0.6905800000000001
23,0.49626806,0.8426442328499307,0.702206
24,0.49607015,0.8376441479255776,0.66638
25,0.49607426,0.8416477392733138,0.679612
26,0.50044394,0.8387284969152984,0.6712640000000001
27,0.5130273,0.8302576437451996,0.671746
28,0.4837573,0.8488272870182068,0.690028
29,0.6921958,0.5835973544902227,0.546728
30,0.5133321,0.8292851778125713,0.6701280000000001
31,0.5147196,0.8326997806029405,0.7105640000000001
32,0.54124,0.8002760045150534,0.589772
33,0.5015212,0.8410217830760696,0.686026
34,0.5123255,0.8278510821478251,0.655756
35,0.54546106,0.8000637188159397,0.6708319999999999
36,0.5039385,0.840286986294434,0.7134400000000001
37,0.49500918,0.8444319136816882,0.710662
38,0.51753503,0.8298993802906515,0.6781759999999999
39,0.5076675,0.8320918550739357,0.681028
40,0.49269232,0.8425442886034692,0.6939900000000001
41,0.49989322,0.8423858605106165,0.7040959999999999
42,0.6471571,0.7258731751708493,0.6607160000000001
43,0.51037353,0.8303311891365275,0.689878
44,0.49923128,0.8394341907570255,0.679844
45,0.48288152,0.8497293517896201,0.696878
46,0.5032479,0.8389339126009652,0.696382
47,0.511386,0.8317746823060026,0.688672
48,0.49144626,0.8406856079623904,0.7133640000000001
49,0.51565385,0.8187969421806026,0.649196
50,0.5232154,0.8163797338792584,0.6409959999999999
51,0.49968973,0.845250530757586,0.679
52,0.5186402,0.8257751699321377,0.6891259999999999
53,0.49531347,0.8398308220538838,0.6726920000000001
54,0.52374023,0.8155635172345249,0.626196
55,0.53563225,0.8125080822731503,0.659748
56,0.49407244,0.8445822164793895,0.706798
57,0.49885187,0.8425679534236182,0.6759219999999999
58,0.519044,0.8192512595253298,0.6366879999999999
59,0.4931588,0.8437225239326732,0.691436
60,0.49896985,0.8404754010032026,0.6847359999999999
61,0.49169734,0.843201878577778,0.706084
62,0.49715108,0.8375637003181078,0.7076
63,0.51399773,0.8329271344571058,0.691036
64,0.51554304,0.8314453136296129,0.704936
65,0.49823934,0.837183762066574,0.674718
66,0.50244737,0.834303057443624,0.724348
67,0.49138927,0.8439059780830703,0.708316
68,0.50609004,0.830432249800965,0.670512
69,0.494642,0.8424902768604885,0.689618
70,0.52789634,0.8125359208457263,0.603532
71,0.5879707,0.7654580827589883,0.685804
